,Word,Frequency,tf_idf
2683,cater,109,0.00021487338406976671
2679,insanely,109,0.0002145606511358997
2691,strongly,109,0.0002145606511358997
2724,delay,107,0.00021451285617442352
2696,hat,108,0.0002144965939828012
2693,unfortunate,109,0.0002142508273877576
2686,blew,109,0.0002142508273877576
2727,pea,107,0.0002141705001989022
2718,sprinkle,107,0.0002141705001989022
2713,ensure,108,0.00021384950943005408
2709,smothered,108,0.00021384950943005408
2698,lying,108,0.0002135306639077708
2699,accidentally,108,0.0002135306639077708
2720,columbus,107,0.00021349635885309901
2750,coconut,105,0.00021332562333789383
2703,mail,108,0.00021321486958560386
2701,smokey,108,0.00021321486958560386
2704,remove,108,0.00021290206861958533
2706,declined,108,0.00021290206861958533
2697,deliciously,108,0.00021290206861958533
2700,hoped,108,0.00021290206861958533
2708,clue,108,0.00021290206861958533
2707,substitute,108,0.00021259220479520334
2711,amazed,108,0.00021259220479520334
2710,background,108,0.00021259220479520334
2719,refuse,107,0.0002125105144088864
2721,4th,107,0.0002125105144088864
2705,wan,108,0.00021228522346676898
2728,gripe,107,0.00021218839656271456
2734,shirt,106,0.0002121689067390994
2740,st,106,0.0002121689067390994
2726,microwaved,107,0.0002118694213797758
2722,mixture,107,0.0002118694213797758
2716,sunny,107,0.0002118694213797758
2741,peach,106,0.00021183326498932568
2849,donatos,100,0.00021160840090313852
2782,tracker,103,0.0002115112678928723
2730,lighter,107,0.00021124065783018162
2717,genuinely,107,0.00021124065783018162
2715,palate,107,0.00021124065783018162
2751,willoughby,105,0.00021118592521617038
2732,chagrin,106,0.00021117223920912696
2723,grated,107,0.000210930753169404
2725,department,107,0.000210930753169404
2766,manicotti,104,0.00021057169184521206
2735,noon,106,0.00021052443483497157
2746,funghi,105,0.00021050327007770533
2798,hash,102,0.00021023697370692857
2736,curious,106,0.00021020532743596022
2742,forced,106,0.00020988933332949754
2731,greeting,106,0.00020957639235392322
2733,eager,106,0.00020957639235392322
2739,creation,106,0.00020957639235392322
2738,shaved,106,0.00020926644607475938
2879,spil,98,0.00020924838469852248
2745,can,105,0.00020918004827319176
2737,p.s,106,0.00020895943771922267
2770,ounce,103,0.00020890258889918632
2756,wallet,105,0.00020885759750785543
2753,splitting,105,0.00020885759750785543
2749,disappeared,105,0.00020885759750785543
2743,estimate,105,0.00020853835526105674
2759,alley,104,0.00020849847702934625
2755,hassle,105,0.00020822225830920585
2744,drawback,105,0.00020822225830920585
2763,attempted,104,0.00020816571981949373
2902,natt,97,0.00020808505851982478
2809,jojos,102,0.00020795544999643612
2757,aka,105,0.00020790924527921924
2747,lesson,105,0.00020790924527921924
2846,doughnut,100,0.0002077023510547293
2748,insane,105,0.00020759925657699938
2767,9pm,104,0.00020751047963291867
2807,nugget,102,0.00020723060552823973
2793,grinder,102,0.00020723060552823973
2758,jerk,104,0.00020718785733725661
2779,behavior,103,0.00020682672904926566
2822,shower,101,0.00020665149982437782
2769,freshest,104,0.0002065522756871419
2768,chunky,104,0.0002065522756871419
2818,popper,101,0.00020628189840765296
2806,pepe,102,0.00020617399900833066
2760,providing,104,0.00020592915722894098
2765,continues,104,0.00020592915722894098
2773,8pm,103,0.00020583798390472207
2796,spoon,102,0.00020582960978773198
2761,explaining,104,0.0002056221208000756
2894,tofu,97,0.00020526014887604436
2774,planet,103,0.00020519566640132142
2776,contacted,103,0.00020519566640132142
2781,occupied,103,0.00020519566640132142
2778,comped,103,0.00020519566640132142
2777,temp,103,0.00020519566640132142
2772,regard,103,0.00020487935755532485
2784,train,103,0.00020487935755532485
2863,brat,99,0.0002048292228198839
2852,cannolis,99,0.0002048292228198839
2808,seed,102,0.00020448889093262803
2804,um,102,0.00020448889093262803
2788,7pm,103,0.00020425612005569717
2790,drizzled,103,0.00020425612005569717
2785,decently,103,0.00020425612005569717
2797,yell,102,0.00020416253289988806
2813,info,101,0.00020415268529256272
2775,exceeded,103,0.00020394906917866267
2783,underwhelmed,103,0.00020394906917866267
2786,venture,103,0.00020394906917866267
2799,swimming,102,0.0002038395568765209
2828,bob,100,0.00020352051040082323
2805,imo,102,0.00020351989348613178
2811,romaine,101,0.0002034743865722404
2800,report,102,0.00020320347546538627
2792,slammed,102,0.00020320347546538627
2791,sooooo,102,0.00020289023757905957
2794,appeal,102,0.00020289023757905957
2802,becoming,102,0.00020258011653931225
2810,understanding,102,0.00020258011653931225
2803,majority,102,0.00020258011653931225
2821,vacation,101,0.00020248409788426895
2937,ephesus,95,0.00020237836396200845
2801,ill,102,0.00020227305092894283
2795,reviewed,102,0.00020227305092894283
2823,reach,101,0.00020216093944008527
2815,category,101,0.00020216093944008527
2832,butternut,100,0.00020213137157679476
2838,lime,100,0.00020213137157679476
2816,google,101,0.00020184112984831973
2841,olmsted,100,0.00020179373508601172
2845,iron,100,0.00020179373508601172
2812,pathetic,101,0.00020152460041273834
2820,grace,101,0.00020152460041273834
2825,metal,100,0.0002014597886853865
2817,shut,101,0.00020121128452945113
2814,risk,101,0.0002009011176027943
2819,boot,101,0.0002009011176027943
2867,bug,98,0.00020051333646325768
2842,aged,100,0.0002004793048359098
2834,replace,100,0.0002004793048359098
2864,magic,99,0.00020044805281419224
2859,artisan,99,0.00020044805281419224
2840,hall,100,0.00020015934598028242
2829,lunchtime,100,0.00020015934598028242
2839,exceptionally,100,0.00019984270282011853
2835,led,100,0.00019984270282011853
2848,speciality,100,0.00019984270282011853
2826,timing,100,0.00019984270282011853
2827,frill,100,0.00019984270282011853
2858,fifteen,99,0.00019977579773515164
2837,eclectic,100,0.00019952930733934486
2850,produce,100,0.00019952930733934486
2882,'em,98,0.00019945010019280677
2877,toddler,98,0.00019945010019280677
2856,approximately,99,0.00019944519079853265
2831,assortment,100,0.00019921909359351596
2830,expanded,100,0.00019921909359351596
2824,dipped,100,0.00019921909359351596
2851,hesitant,100,0.00019921909359351596
2847,gladly,100,0.00019921909359351596
2843,success,100,0.00019921909359351596
2836,approach,100,0.000198911997626529
2844,reheat,100,0.000198911997626529
2833,dripping,100,0.000198911997626529
2893,kent,97,0.0001988265484418865
2855,boxed,99,0.0001987946230667699
2860,couch,99,0.0001987946230667699
2875,organic,98,0.00019876168652543943
2857,trained,99,0.00019847451178755073
2896,bee,97,0.00019846728200955096
2871,forest,98,0.00019842332500798828
2865,praise,99,0.0001981577525204796
2854,pricier,99,0.00019784427579191735
2908,caramel,97,0.00019776155538876768
2901,memorial,97,0.00019776155538876768
2880,element,98,0.0001977578603842915
2892,advised,98,0.0001977578603842915
2861,northeast,99,0.00019753401426595143
2862,clientele,99,0.00019753401426595143
2886,bare,98,0.00019743059291167878
2889,miserable,98,0.00019743059291167878
2883,wooden,98,0.00019743059291167878
2853,remind,99,0.00019722690265758081
2888,subtle,98,0.00019710686353509234
2878,charging,98,0.00019710686353509234
2876,pirate,98,0.00019710686353509234
3047,vinnie,89,0.00019699171597911376
2873,complex,98,0.00019678659657114598
2911,jimmy,96,0.00019677679021052688
2910,guacamole,96,0.00019677679021052688
2870,kink,98,0.00019646971873919162
2890,exterior,98,0.00019646971873919162
2872,inattentive,98,0.00019646971873919162
2897,berry,97,0.0001963985972017843
2973,paisan,93,0.00019636848319154197
2874,rip,98,0.00019615615906067678
2885,path,98,0.00019615615906067678
2884,fond,98,0.00019615615906067678
2881,grabbing,98,0.00019615615906067678
2891,appetizing,98,0.00019615615906067678
2868,payment,98,0.00019615615906067678
2866,required,98,0.00019615615906067678
2922,jumbo,96,0.00019606992323895726
2919,celery,96,0.00019606992323895726
2869,impeccable,98,0.00019584584876371618
2887,hesitate,98,0.00019584584876371618
2923,valentine,96,0.000195722776467234
2968,omelet,94,0.00019562575194155934
2991,p.m.,93,0.00019553263216563578
2904,bench,97,0.0001954159950248249
2995,croissant,92,0.00019510891775063405
2909,facility,97,0.00019509556900922407
2895,sits,97,0.00019509556900922407
2906,tone,97,0.00019509556900922407
2943,mmm,95,0.00019508320825070748
2941,middleton,95,0.00019508320825070748
2913,glaze,96,0.00019504056990893152
2898,greater,97,0.00019477857007552202
2899,drank,97,0.00019446492569083254
2905,rotation,97,0.00019415456560087396
2903,cleanliness,97,0.00019415456560087396
2907,switch,97,0.00019415456560087396
2948,monster,95,0.0001940275282052181
2900,sucker,97,0.00019384742173551498
2916,kalamata,96,0.0001937219856825713
2912,born,96,0.0001937219856825713
2946,jalapeños,95,0.0001936839975457003
2999,chicago-style,92,0.0001934301307444999
2965,corned,94,0.00019338650593072397
2917,smart,96,0.00019308427448335577
2925,prep,96,0.00019308427448335577
2936,decoration,95,0.00019300889730571348
2940,bike,95,0.00019300889730571348
3013,chris,91,0.0001929881686446489
3020,pizzazz,91,0.0001929881686446489
2921,attended,96,0.0001927705435798981
2924,hangout,96,0.00019246013264247346
2914,proud,96,0.00019246013264247346
2915,wilted,96,0.00019246013264247346
3044,biaggi,89,0.00019231830762526039
3051,maxi,89,0.00019231830762526039
2918,shout,96,0.00019215297214107113
2920,listening,96,0.00019215297214107113
2928,understandable,95,0.00019202480299795503
2931,corrected,95,0.00019202480299795503
2933,instantly,95,0.00019170404833171114
2926,blood,95,0.00019170404833171114
2944,entertainment,95,0.00019170404833171114
2927,factory,95,0.00019170404833171114
2938,hi,95,0.00019170404833171114
2950,pecan,94,0.00019164521862416662
2932,bravo,95,0.00019138679925111718
2939,tart,95,0.00019138679925111718
2942,varied,95,0.00019138679925111718
3057,rascal,89,0.0001913804679837855
3010,zone,91,0.00019132762932336402
2952,maker,94,0.00019130927977677385
2957,boat,94,0.00019130927977677385
2959,male,94,0.00019130927977677385
2969,crack,94,0.00019130927977677385
2955,batter,94,0.00019130927977677385
2934,energy,95,0.0001910729799574875
2935,downfall,95,0.0001910729799574875
2930,adorable,95,0.0001910729799574875
2945,spotted,95,0.0001910729799574875
2929,dated,95,0.00019076251708427416
2947,yellow,95,0.00019045533959411435
2966,outer,94,0.00019032441378317243
2960,comp,94,0.00019032441378317243
2958,southern,94,0.00019032441378317243
2956,tag,94,0.00019032441378317243
2954,adventurous,94,0.00019032441378317243
2976,sigh,93,0.00019028306419472413
2949,capital,94,0.00019000348928218706
3099,benny,87,0.00018993074900768302
2967,bummed,94,0.00018968611098085103
2964,firm,94,0.00018968611098085103
2951,dealing,94,0.00018968611098085103
2963,repeatedly,94,0.00018968611098085103
2988,stage,93,0.00018960643970263293
3072,bado,88,0.00018923012564688903
2961,outrageous,94,0.0001890616854316192
2985,pale,93,0.00018894555209927742
2962,justify,94,0.0001887544905886502
2953,definite,94,0.0001887544905886502
2980,sauced,93,0.00018862078415169252
2972,idiot,93,0.0001882996859769685
2981,acidic,93,0.0001882996859769685
2970,profile,93,0.00018798217556641913
2989,operation,93,0.00018798217556641913
2971,til,93,0.00018798217556641913
