,Word,Frequency,tf_idf
1251,dive,356,0.0005826253841186907
1297,nickel,337,0.0005814790496333923
1242,threw,361,0.0005811524327950537
1243,serf,361,0.0005798845290956976
1245,na,360,0.0005798609741025109
1246,book,360,0.0005782782007602524
1248,crunch,358,0.0005763229111928787
1259,informed,352,0.0005754025739996639
1254,apologized,355,0.0005740308868174665
1261,fat,351,0.0005730975877378773
1250,appreciated,357,0.0005722196095086303
1252,driving,355,0.0005714933895907038
1253,spectacular,355,0.0005711803358095643
1300,clam,336,0.0005710371823073493
1256,fare,354,0.000570510608795128
1255,stuck,354,0.0005701966245341357
1268,pricing,350,0.0005698118573627122
1283,plastic,342,0.0005693768709996043
1263,explain,351,0.0005675629331631851
1267,stomach,350,0.0005675397934794721
1265,blend,351,0.0005672460914904637
1271,onto,349,0.0005672069643265241
1296,address,338,0.0005670974522810425
1269,bright,349,0.0005662389723936381
1290,apple,340,0.0005660471816955131
1262,wonder,351,0.0005659880028332299
1266,promptly,350,0.0005659459447496149
1270,throw,349,0.0005649618348249553
1321,chili,330,0.0005628134230375695
1277,setting,347,0.0005623572396137628
1273,particular,348,0.0005620846259584757
1308,vodka,335,0.0005616951708247117
1276,reminded,347,0.0005614091385433463
1275,enjoying,347,0.0005614091385433463
1284,build,342,0.0005613745649856772
1278,rate,346,0.0005607366135630028
1319,cannoli,330,0.0005592887651368257
1301,caprese,336,0.0005586797488361814
1294,deluxe,338,0.0005585157505575738
1286,requested,342,0.0005580777361435326
1293,register,338,0.0005578317839828454
1280,modern,345,0.000557239068838144
1281,passed,343,0.0005568203631631654
1282,hardly,342,0.0005567875863372787
1312,machine,334,0.0005560581137832393
1323,ipa,329,0.0005556935433650078
1338,gift,325,0.0005554705294353087
1288,process,340,0.000555461413540742
1334,candle,326,0.0005552070925853097
1307,take-out,335,0.000554927920579336
1287,lucky,342,0.0005542541093599623
1289,impressive,340,0.0005528961056450868
1305,station,336,0.0005528506482002239
1285,possibly,342,0.0005527013199137852
1341,rice,323,0.0005524478217540186
1325,knot,329,0.0005523607998988259
1318,hubby,331,0.000551765941468578
1295,joke,338,0.0005515505111593976
1339,pita,324,0.0005514134350781998
1298,hype,337,0.0005512058843912223
1291,finding,339,0.0005506402479097779
1349,gravy,320,0.0005501048989508752
1292,plentiful,339,0.0005493922312076819
1303,certain,336,0.0005492479115451337
1299,moment,336,0.0005482868986673302
1315,section,332,0.0005479294446222032
1336,platter,325,0.000547460689712452
1302,heaven,336,0.0005470193830682037
1346,mary,321,0.0005466916463800136
1328,sick,328,0.0005457228521030231
1309,juicy,335,0.0005453913491900245
1326,wisconsin,329,0.0005453279641405829
1347,flatbread,321,0.0005451650149269523
1306,frequently,335,0.0005450778362295617
1337,pool,325,0.0005445715747529963
1304,besides,336,0.0005445303530554015
1313,provided,333,0.0005443439123349094
1314,cardboard,333,0.000544025443261962
1329,refused,328,0.000544009596773986
1310,important,335,0.0005438332992993015
1331,response,327,0.0005423510309301628
1311,frequent,334,0.0005419020538093844
1316,missed,332,0.0005414451145851844
1332,air,327,0.0005406717067236031
1345,oakland,322,0.0005406084424541701
1317,biggest,331,0.0005395016136101825
1320,dined,330,0.000539439913124685
1342,downstairs,323,0.0005391203878267398
1324,admit,329,0.0005381208782335671
1333,flavorless,326,0.0005376988944857635
1322,needle,330,0.0005375609622608988
1343,cherry,323,0.000537064163315734
1327,hopefully,329,0.000535931989647987
1361,cafe,316,0.0005359306035869717
1364,marsala,313,0.0005353441740216961
1330,fit,328,0.0005352324486990605
1340,seasonal,324,0.0005347263254746802
1409,jet,300,0.0005331970106661183
1358,champaign,318,0.0005328423408352394
1335,bringing,325,0.0005325196743580361
1352,sugar,320,0.0005324125386370958
1348,snack,321,0.0005320677096933954
1344,alright,322,0.000531750801020949
1363,flight,314,0.0005314421094023272
1418,aiello,296,0.0005312042307138192
1359,al,317,0.0005294462314465876
1425,danny,295,0.0005289339500893565
1357,mediterranean,318,0.0005280849437217126
1353,older,319,0.0005274442643572764
1379,cauliflower,308,0.0005260394514371488
1354,putting,319,0.0005255140433632839
1350,figure,320,0.0005252627508637916
1351,picking,320,0.0005243270639832971
1402,scallop,301,0.0005241414828519243
1356,somehow,318,0.0005226047316733943
1355,staying,318,0.0005222917928617905
1365,river,313,0.0005220943638669188
1397,bloody,302,0.0005214782348862824
1360,inviting,317,0.0005209613205675031
1395,cookie,304,0.0005203246927992492
1377,team,309,0.0005198145301491697
1381,campus,308,0.000517445331707117
1362,courteous,315,0.0005170555203815448
1417,hummus,296,0.0005166488606934078
1370,appeared,310,0.0005164301715917944
1441,dewey,290,0.0005163143552815099
1372,terrific,310,0.0005154485777952864
1385,desert,307,0.0005147475147557805
1368,everywhere,310,0.0005141554115851697
1387,herb,306,0.0005137459111520995
1378,ground,308,0.0005130983640331378
1366,aside,311,0.0005129581478069708
1390,burned,305,0.0005127447889449859
1371,reviewer,310,0.0005125633916951589
1380,sour,308,0.000512123103099833
1391,smoked,304,0.0005110636584894286
1367,cheaper,310,0.0005109976873918415
1369,timely,310,0.0005103785809153784
1375,bomb,309,0.0005102826009797305
1384,country,307,0.0005101385600164437
1408,pineapple,300,0.0005098546270601333
1383,crap,307,0.0005098178544734773
1389,memory,305,0.0005097328338898584
1376,major,309,0.0005096593815831316
1382,melt,307,0.0005094982416261312
1388,winter,306,0.0005094424635259618
1373,reminds,309,0.0005093493077550936
1374,regret,309,0.0005087321983962966
1386,describe,307,0.0005072909331987431
1396,edible,304,0.0005057919117052409
1419,sheet,296,0.0005055444078746625
1399,mark,302,0.000505045718175144
1392,provide,304,0.0005045194314473742
1400,watched,302,0.000504393570652585
1414,grill,296,0.0005037604221702072
1394,fluffy,304,0.0005035763816600542
1412,mt,297,0.000503014171249624
1407,office,300,0.0005030106007385477
1393,skip,304,0.0005026428099204139
1398,gooey,302,0.0005005746053813253
1401,freshly,301,0.0005004839416657458
1405,talked,300,0.0004997711337985108
1403,ta,301,0.0004995406212686172
1406,starter,300,0.0004988212043180191
1435,corn,293,0.0004983057029076518
1416,garbage,296,0.00049761461484497
1437,cooky,292,0.0004973020583892958
1431,finger,294,0.0004969142976416151
1443,class,290,0.0004967203993635258
1413,handle,297,0.0004966840340993965
1404,superb,300,0.0004960290887372506
1422,impression,296,0.0004956554376735596
1426,messed,295,0.0004956051066675309
1450,ketchup,287,0.0004952061936046991
1457,beet,283,0.0004947407667023592
1467,roman,280,0.0004947072873851958
1421,savory,296,0.000494372506334984
1434,famous,293,0.0004942200448339746
1410,fell,297,0.0004941453874225545
1411,downside,297,0.0004932114097023542
1442,shell,290,0.0004932035967345359
1432,chill,294,0.0004926278245457874
1428,compare,295,0.0004923854935259698
1424,include,295,0.0004923854935259698
1420,refreshing,296,0.0004918599796901217
1423,stopping,296,0.0004918599796901217
1497,caliente,272,0.0004917281993795011
1436,iceberg,292,0.0004915437436474799
1427,trust,295,0.0004914416149018689
1429,prior,294,0.0004913490267659618
1415,piping,296,0.0004912426043040222
1433,hole,293,0.0004903127279161958
1430,drove,294,0.0004897757111225405
1463,cheesesteak,281,0.0004893148062504676
1446,closing,288,0.000488780896673864
1444,term,290,0.0004878518244118422
1439,agreed,291,0.00048696588335704085
1440,tad,291,0.00048696588335704085
1469,nut,280,0.00048681633282211936
1438,apart,291,0.0004863352611867174
1445,post,289,0.00048552500280310654
1449,upset,287,0.00048541330700755
1468,receipt,280,0.0004845843049431363
1496,forno,273,0.0004839673116898943
1448,among,288,0.00048257419547342433
1447,funny,288,0.00048257419547342433
1451,base,285,0.00048235987636835426
1475,email,279,0.0004821250041701434
1483,allergy,275,0.0004815225502152813
1464,parma,281,0.000480958021962464
1452,properly,285,0.0004800809125170734
1453,alcohol,285,0.00047944058605991385
1454,scene,285,0.00047880493356015696
1470,prime,279,0.00047857237936783676
1476,sun,278,0.0004772044903880022
1492,carbonara,273,0.00047538413560988495
1461,example,281,0.0004752652936206326
1465,2nd,281,0.0004749418967254893
1456,bonus,283,0.00047450666669669663
1455,unlike,283,0.0004738867866946532
1473,listed,279,0.0004738350129738931
1466,various,281,0.00047334293479753546
1462,happens,281,0.0004730266848114446
1458,smelled,281,0.0004730266848114446
1525,tuna,265,0.00047262656349403314
1471,lacked,279,0.000472528463901162
1459,neither,281,0.0004717732059926142
1460,quaint,281,0.0004708449615556675
1506,band,269,0.00047064042415646265
1474,detail,279,0.00047060543518320455
1481,layer,276,0.0004703840022144046
1472,satisfying,279,0.00047028910584688446
1533,stromboli,264,0.00047002410273902967
1477,confused,278,0.0004698713426679219
1479,dried,277,0.00046978726959997206
1480,gentleman,276,0.0004697225558073553
1478,eater,278,0.00046955259895280297
1493,photo,273,0.00046896425251934906
1511,cashier,268,0.0004688908315016059
1512,truffle,268,0.0004688908315016059
1499,fork,272,0.0004679333126451899
1491,hawaiian,273,0.0004669295830924059
1482,hint,275,0.000466717870087891
1490,scratch,274,0.0004666464520502297
1516,bakery,267,0.00046639956134472357
1485,sounded,275,0.0004660739709473547
1498,mild,272,0.0004658894780237207
1536,mayo,263,0.0004658446725959176
1484,relatively,275,0.00046480078861035434
1487,inedible,274,0.00046437915650754613
1489,waitstaff,274,0.00046342594466922897
1488,delightful,274,0.00046311060392449855
1569,gf,255,0.0004627364273876128
1531,brussel,264,0.00046263253295011393
1500,con,271,0.00046251715073472913
1486,upscale,274,0.00046248346339847776
1535,rooftop,263,0.00046162423241635146
1494,starving,273,0.0004614204192386427
1495,ambience,273,0.00046079556754665855
1552,tot,259,0.0004595392883329786
1573,blaze,254,0.00045918736265585766
1532,fruit,264,0.00045829064431997344
1502,presentation,270,0.00045823209063174754
1504,foot,269,0.0004581310058449335
1513,eventually,268,0.0004580495442728085
1520,meeting,267,0.0004579886211154567
1537,christmas,263,0.00045797079730915656
1501,relaxed,270,0.00045666060241128395
1528,proceeded,265,0.00045622759713854447
1509,effort,268,0.00045610740926221464
1508,district,268,0.00045578815146501945
1517,nasty,267,0.00045569032932167043
1515,decision,267,0.00045569032932167043
1641,biscotti,238,0.0004554582022739553
1505,noisy,269,0.0004552800236599554
1503,regularly,269,0.00045496926684679775
1575,frank,253,0.0004548584621836356
1514,thicker,267,0.0004547248273628151
1507,ratio,268,0.0004545234232952799
1510,stayed,268,0.00045421026986869475
1529,cucumber,265,0.00045357251181513505
1518,travel,267,0.0004531406229580615
1524,range,266,0.0004527036226259294
1519,luckily,267,0.00045251545542888624
1534,feature,264,0.0004525140974336928
1523,meant,266,0.0004523867473496088
1521,rave,266,0.0004517566790360414
1522,intimate,266,0.00045144346706683274
1550,saucy,259,0.0004513579770484365
1539,ignored,262,0.0004510627564162214
1526,luck,265,0.00045068604529190353
1555,bruschetta,259,0.00045065451019411654
1538,attempt,263,0.000450149323046719
1530,weekday,265,0.00044974631117560406
1527,anytime,265,0.00044974631117560406
1583,waffle,251,0.0004496395071438561
1547,im,260,0.00044895477175640206
1560,corporate,258,0.00044891453139027826
1543,tend,262,0.00044876118839049574
1541,cuisine,262,0.00044876118839049574
1548,noise,259,0.00044824048207240107
1544,cover,261,0.00044737189178103715
1565,mashed,256,0.00044683144708619057
1574,mustard,254,0.0004461890322627969
1542,equally,262,0.00044589604935335906
1540,annoying,262,0.00044589604935335906
1572,bianca,255,0.0004457911502088395
1563,cheddar,258,0.0004455012735121221
1545,dropped,260,0.0004453355304638507
1551,pack,259,0.00044491480367220293
1549,bake,259,0.00044491480367220293
1566,cinnamon,255,0.0004447358211863749
1556,hearty,259,0.0004429844762671543
1553,trouble,259,0.0004429844762671543
1554,spread,259,0.0004429844762671543
1546,catch,260,0.000442182535003377
1557,locally,258,0.0004419098725372057
1570,temperature,255,0.00044131784914464196
1562,oily,258,0.000441274111493922
1559,writing,258,0.0004406434365934558
1561,grabbed,258,0.0004403299811422883
1558,patient,258,0.0004400177671020998
1584,movie,250,0.0004398797107007791
1571,allowed,255,0.0004393367949321651
1564,allow,257,0.000438935516296582
1568,vinaigrette,255,0.0004383648413514786
1617,grubhub,243,0.0004376782677952259
1592,pitt,249,0.00043740578359620645
1595,peanut,248,0.0004370789567149192
1576,signature,253,0.00043686752790142203
1567,interested,255,0.00043583072309539607
1608,coke,246,0.0004357330397665237
1577,nobody,253,0.00043556823424925194
1587,community,250,0.0004349947009595719
1599,rigatoni,247,0.0004349580002510531
1585,supreme,250,0.0004339873525757324
1580,individual,252,0.00043384662067514425
1578,self,252,0.00043384662067514425
1646,antonio,237,0.0004329948084548436
1579,tangy,252,0.00043289007924862986
1615,pitcher,244,0.0004321904947277714
1589,annoyed,250,0.0004320116524822073
1586,secret,250,0.0004320116524822073
1581,became,252,0.0004319452748230704
1598,via,248,0.00043118018049959143
1582,serious,251,0.00043117226147383375
1636,rocky,239,0.0004304736872553868
1593,eatery,249,0.0004302836058722785
1591,def,249,0.0004296388230228922
1588,inexpensive,250,0.00042914072876618894
1590,gon,249,0.00042868177995282106
1594,begin,249,0.00042836542223769223
1637,fig,239,0.00042738207886741013
1624,boneless,243,0.00042721366369336835
1620,silverware,243,0.00042721366369336835
1596,accommodate,248,0.00042696016637871337
1610,wood-fired,245,0.00042662678836784544
1630,smoke,240,0.00042655760853289464
1600,aware,247,0.00042618790878174454
1603,eats,246,0.00042606522554321984
1602,sold,246,0.00042606522554321984
1597,hanging,248,0.00042601880814944527
1673,pancake,231,0.0004254352058631388
1606,mushy,246,0.0004254200091599126
1604,trendy,246,0.00042509946604249205
1616,orange,243,0.0004244760052687933
1679,gluten-free,229,0.00042439257917651534
1670,slider,231,0.0004237135625018793
1635,tray,240,0.0004236814006909379
1605,ample,246,0.00042351693923049793
1607,holy,246,0.00042320439305410564
1611,apologize,245,0.00042305353492430196
1609,sweetness,245,0.0004227369945405968
1614,tired,244,0.0004226012806201042
1623,key,243,0.00042216065502697015
1601,managed,246,0.00042196704417379156
1612,adding,245,0.00042179532565639024
1613,manner,244,0.0004213267858021619
1618,unprofessional,243,0.00042054995036136473
1659,juice,234,0.0004199384796859247
1621,drop,243,0.00041991532621270554
1634,california,240,0.00041956814137302553
1626,pro,242,0.0004194567531071203
1629,shredded,241,0.0004193348917250274
1622,buttery,243,0.00041928608029944905
1632,breading,240,0.00041923556075930206
1619,thinner,243,0.0004189734458443928
1650,didnt,236,0.00041802031457276255
1709,piccolo,226,0.0004179531437694404
1631,site,240,0.0004179201192174813
1627,hearing,242,0.00041787328755788194
1644,antipasto,237,0.00041769239008643483
1625,opportunity,242,0.0004175606231788752
1661,w/,233,0.00041702266661493065
1657,strawberry,234,0.00041697430176788235
1628,personable,242,0.0004163230208093234
1633,lower,240,0.00041535797566554547
1639,contact,238,0.00041476138431477947
1638,helping,239,0.00041425687600248653
1663,patty,232,0.0004137711801155309
1642,create,237,0.0004130186894227006
1647,art,236,0.0004125753390168084
1643,specifically,237,0.00041079029126606407
1640,laid,238,0.0004106587946965797
1649,potential,236,0.00041063499770583597
1690,cheeseburger,229,0.00041022887305156594
1645,period,237,0.0004101660009697261
1648,result,236,0.00040968406083149143
1693,ticket,228,0.0004095404145200217
1653,flavored,235,0.00040953329963854283
1662,chopped,233,0.00040929938786311685
1685,wild,229,0.00040913836636845703
1651,pull,235,0.00040857799361856446
1665,venue,232,0.00040854354679451134
1652,towards,235,0.0004079481114211885
1681,wheat,229,0.0004077103012395371
1654,winner,234,0.0004074721162370442
1699,curd,227,0.00040737621747309784
1737,brutta,220,0.000407283855097315
1655,closest,234,0.0004068393638584855
1684,ya,229,0.00040665805941718976
1656,knowing,234,0.0004062121620108856
1689,salami,229,0.0004059652541281531
1667,remembered,232,0.00040590549592676333
1658,discovered,234,0.0004055904141614304
1687,shit,229,0.000405279241157181
1666,preference,232,0.00040494099892186017
1660,following,233,0.0004047877885649549
1672,garage,231,0.0004044789421808363
1664,spending,232,0.0004036750824904828
1669,season,231,0.00040351422723082823
1668,match,231,0.0004019351036866445
1674,quantity,230,0.0004017674123943311
1738,salsa,220,0.0004015418397063758
1671,repeat,231,0.0004013132152725519
1744,santa,219,0.00040130056213229926
1816,seitan,205,0.00040123254924952543
1686,shopping,229,0.00040097695999745245
1678,balanced,230,0.00040081982517814826
1705,wedge,227,0.0004007319914868454
1700,charred,227,0.0004007319914868454
1695,lightly,228,0.00040051613919652633
1677,liking,230,0.00040019512488280624
1694,form,228,0.00040019134977539207
1683,stone,229,0.00040002059755783406
1680,thrown,229,0.00040002059755783406
1708,coworkers,226,0.0003999699061201873
1676,skimp,230,0.00039988484481816945
1675,highlight,230,0.00039988484481816945
1692,pile,228,0.0003998680675031649
1727,skin,223,0.0003998382063387339
1704,holiday,227,0.00039973872897566413
1688,count,229,0.0003997046929013189
1711,boring,226,0.00039963386609541114
1722,bc,224,0.0003995032083874092
1682,thumb,229,0.0003990771302860694
1710,twist,226,0.0003986354474194664
1720,breast,225,0.0003985363168596253
1702,description,227,0.00039843612455707896
1696,assume,228,0.0003982737827213369
1717,private,225,0.0003982001277745228
1726,diet,224,0.0003981204346307016
1745,slaw,219,0.0003977880669542825
1698,brings,227,0.0003974749778140685
1739,chop,220,0.0003973509635660154
1740,deli,220,0.0003973509635660154
1691,rarely,228,0.00039733443539399045
1707,bud,226,0.0003973262880440381
1701,shortly,227,0.0003968415337153199
1783,emporio,211,0.0003966440706613426
1703,shocked,227,0.00039590208395806707
1805,union,207,0.0003956415903987854
1721,1st,224,0.0003954359739782087
1697,numerous,227,0.00039528277942653433
1772,naples,213,0.0003951592429263835
1706,followed,227,0.00039497518847129135
1746,roast,219,0.0003948134802051643
1713,non,226,0.00039478015304834273
1718,search,225,0.0003946066455623338
1712,preferred,226,0.00039446838688077755
1724,to-go,224,0.00039413222078789816
1719,lighting,225,0.00039365834734276617
1714,regardless,225,0.00039365834734276617
1725,handed,224,0.000393489540263254
1715,handful,225,0.00039334513253721137
1747,cajun,219,0.0003930193463727244
1730,paired,222,0.0003928907927375291
1822,geraci,204,0.00039287649228573953
1716,desired,225,0.00039272295154059716
1723,distance,224,0.0003912865233753486
1728,rushed,223,0.0003910990309351131
1732,degree,222,0.00039093391115681687
1729,memorable,223,0.0003907842986661947
1758,cavatelli,217,0.00039049104831234303
1782,benedict,211,0.00038980612156496033
1757,basket,217,0.0003897818857493189
1731,planning,222,0.00038965999846551333
1774,stout,213,0.00038953120946204274
1756,bolognese,217,0.00038943012859763093
1734,sharing,221,0.0003885358834412939
1733,starting,222,0.0003881005307700485
1735,age,221,0.00038790477324720027
1736,anyways,221,0.00038727950674990596
1742,correctly,220,0.0003870941454166857
1793,arcade,209,0.0003869196623424493
1741,relaxing,220,0.00038614954802888716
1755,parmigiana,217,0.0003860115329854205
1748,mad,219,0.0003856510204655086
1761,bank,216,0.00038557283591031074
1743,hurry,219,0.00038533462657388255
1752,fully,218,0.0003851649594641882
1749,moist,219,0.00038470629159666355
1750,meaty,218,0.0003842065022735983
1831,mezzo,203,0.0003838130771928008
1753,blown,218,0.0003832616406796474
1751,growing,218,0.0003832616406796474
1754,keeping,217,0.00038244408712555423
1812,sienna,206,0.00038217278893349765
1759,darn,217,0.00038212909333796966
1769,basement,214,0.000381668243727257
1765,mini,215,0.00038082359166586417
1836,arancini,202,0.00038059495135059796
1762,chew,216,0.00038036812977420024
1792,joe,209,0.0003803540831305198
1799,avocado,208,0.00038001232134433536
1760,overwhelming,216,0.00037974547883854967
1767,poorly,214,0.00037969655483883173
1768,spring,214,0.0003793736435957413
1763,constantly,215,0.00037923283714683744
1764,football,215,0.00037923283714683744
1837,tour,201,0.0003791479524491912
1776,wet,212,0.0003787656492144668
1773,as,213,0.000378569877572944
1770,snob,214,0.00037778258228275295
1789,fettuccine,210,0.00037755050220776077
1766,comfort,214,0.0003774689634856894
1796,catering,209,0.0003771334879134727
1873,galley,194,0.00037658237019325873
1771,depending,214,0.000376229316997452
1780,ceiling,211,0.00037598964817531265
1785,cracker,211,0.00037598964817531265
1815,fly,206,0.00037562215030578067
1803,co-worker,208,0.0003753290214641259
1821,father,204,0.000375325419053711
1830,salvatore,203,0.0003750267425482794
1777,complaining,212,0.0003748777858948105
1779,advice,212,0.0003748777858948105
1778,learn,212,0.00037456408902021966
1775,impossible,212,0.00037456408902021966
1787,accept,210,0.0003742077067147662
1784,continued,211,0.00037342323093521914
1788,suppose,210,0.00037323790746628273
1807,carrot,207,0.0003731798648514567
1781,slight,211,0.0003727972772795582
1786,held,211,0.0003727972772795582
1795,grocery,209,0.0003727507613971809
1794,killer,209,0.0003724257652542197
1823,squash,204,0.00037233879681863944
1790,romantic,210,0.0003722825474537648
1791,crave,210,0.00037134120300901034
1804,watery,208,0.0003712923605062252
1797,learned,209,0.0003705097734182707
1857,pizzaiolo,197,0.0003703264545985047
1800,includes,208,0.00037032202033984154
1819,gorgonzola,205,0.00037025885241378706
1824,carryout,204,0.0003701891419100903
1811,vinegar,206,0.0003696894308346174
1798,weekly,209,0.00036957291156611033
1808,color,207,0.0003695073010807145
1810,fountain,206,0.00036935726684205904
1809,dream,207,0.0003679059373596216
1820,cooler,205,0.0003678948219470707
1817,win,205,0.0003675642704010782
1818,lazy,205,0.0003675642704010782
1801,thoroughly,208,0.000367496842057574
1858,za,197,0.0003674496999243057
1806,delivers,207,0.0003672765740730756
1802,downhill,208,0.0003671905472654795
1813,act,206,0.00036644412808754204
1896,spak,190,0.00036638830926416716
1839,partner,201,0.00036614906542874653
1814,prepare,206,0.0003655022911065389
1854,anchovy,198,0.0003654103161463803
1835,height,202,0.0003651805010097766
1827,till,204,0.00036447260584788305
1838,dude,201,0.00036439917096397237
1833,grandma,202,0.0003641658584540785
1825,purchase,204,0.0003638332790671048
1829,improve,203,0.00036236706337867166
1826,safe,204,0.0003622630747646581
1828,compliment,203,0.00036173411649094065
1834,nope,202,0.00036153896418976824
1849,ive,199,0.0003604326576747379
1832,listen,202,0.0003602662861350744
1852,entrance,198,0.00035896037736749513
1851,jam,198,0.00035896037736749513
1847,ruined,200,0.0003589217775093373
1843,headed,200,0.0003589217775093373
1845,crappy,200,0.00035827849174809246
1844,described,200,0.00035827849174809246
1840,dead,200,0.00035827849174809246
1869,grub,196,0.0003577372753747712
1846,bet,200,0.00035701188510213954
1842,cant,200,0.00035701188510213954
1841,competition,200,0.0003563882921093011
1868,grape,196,0.00035601123800474595
1850,reheated,198,0.00035597618779588874
1881,asparagus,193,0.00035581535070850634
1867,brussels,196,0.0003556719206587142
1856,liquor,197,0.0003551518520567003
1848,originally,199,0.0003549157967370287
1860,restroom,197,0.00035482559158707617
1935,mercurio,183,0.0003547538685018374
1855,unacceptable,198,0.00035375282332294534
1853,overwhelmed,198,0.0003534417662511182
1862,improved,196,0.00035334905077722464
1870,cramped,196,0.00035302444645211634
1876,began,194,0.0003527162389077347
1861,quoted,197,0.00035227727839698663
1871,classy,196,0.00035206105809615904
1890,companion,191,0.0003514076227414647
1874,belly,194,0.00035137656074823694
1859,nicer,197,0.0003513488038049983
1872,rubbery,195,0.0003512233013171566
1866,uncomfortable,196,0.00035111292191313063
1938,primanti,183,0.000351085858797653
1863,soooo,196,0.00035080018307522064
1865,massive,196,0.0003504890688619765
1972,vincent,179,0.00035034451861300025
1895,detroit,190,0.0003499250610995514
1864,spacious,196,0.0003498716474000968
1913,master,187,0.00034917963519480905
1950,terrace,181,0.0003490330735621803
1883,village,192,0.0003487457025352613
1892,pistachio,190,0.00034850899080241156
1966,buca,180,0.0003484740899535574
1875,final,194,0.0003481541241840572
1879,hello,193,0.00034794064693879776
1884,university,191,0.000347932694014381
1928,dianoia,184,0.0003478896857314056
1877,claim,193,0.000347621011047237
1889,health,191,0.0003475963152054032
1958,brio,180,0.00034710471403973727
1882,arrival,193,0.00034698689012427537
1924,tater,185,0.00034698337126454334
1888,training,191,0.00034692931866789014
1957,anthony,181,0.0003468116511557756
1878,apologetic,193,0.0003463595152965105
1880,rustic,193,0.0003463595152965105
1885,caramelized,191,0.00034626985897571495
1910,sangria,187,0.00034582848621630686
1906,iced,188,0.0003451875751872199
1902,thru,189,0.0003442894197315079
1897,directly,190,0.00034348660986068094
1886,passing,191,0.00034339117105563
1903,award,189,0.0003432965509331479
1887,complained,191,0.00034307990865493047
1944,mercato,182,0.0003429122829000437
1912,st.,187,0.000342663037071872
1898,unbelievable,190,0.0003425322431003708
1923,cancel,185,0.00034212978582896667
1891,common,190,0.0003419046045131114
1893,nowhere,190,0.00034159331152130735
1960,leg,180,0.0003415357156809099
1900,named,189,0.0003413606005180769
1901,random,189,0.0003413606005180769
1894,thankfully,190,0.0003412836787666848
1899,thrilled,190,0.0003412836787666848
1905,complimentary,188,0.00034083106537923777
1955,bella,181,0.00034024917909811854
1918,knife,186,0.00034015401389643165
1908,stale,187,0.00033998936430797107
1947,fiancé,182,0.0003398432813125949
1995,edison,175,0.0003397005916691767
1907,lastly,188,0.0003392396924771907
1915,walnut,186,0.0003391539803731806
1948,tony,182,0.0003391017831198958
1951,hub,181,0.00033872340005379736
1925,hipster,185,0.00033866070887676817
1942,tab,182,0.0003383700417657771
1904,pleasure,188,0.0003383056086761313
1909,enter,187,0.0003377483190311131
1919,warmer,186,0.0003375253940944941
1916,present,186,0.0003375253940944941
1936,dj,183,0.00033737932217438684
1926,san,185,0.0003370028711657617
1979,blah,178,0.0003369410172025297
1911,charm,187,0.00033650611075764127
1914,sweeter,186,0.0003362553128109824
1922,changing,185,0.00033603101546366326
1920,appetite,186,0.00033594217828763123
1921,dressed,185,0.0003357107414380721
1932,pound,183,0.0003356691858781122
2032,cento,171,0.00033563669654099757
1917,brand,186,0.0003356307595784972
1949,tavern,181,0.0003354369293927916
1937,hip,183,0.0003336837548832906
1975,men,179,0.0003335121932882492
1963,candy,180,0.00033323224507962135
1931,wrapped,183,0.0003327168645366776
2017,palm,172,0.0003325465512155824
1927,stellar,184,0.00033232989680066744
1943,promised,182,0.00033218461284800186
1974,jalapeno,179,0.0003320821806752237
1945,posted,182,0.0003318603463866606
1961,rosemary,180,0.000331848513614151
1930,load,183,0.00033176640938510914
1959,yelling,180,0.00033150795262062765
1940,sooo,183,0.0003314531475099349
1933,acceptable,183,0.0003314531475099349
1996,rom,175,0.000331262236013723
1969,buddy,179,0.0003310336846669462
1973,akron,179,0.0003310336846669462
1952,lukewarm,181,0.00033101008879168886
1929,raved,183,0.0003308318400237085
1956,jar,181,0.00033035942266751835
1941,inconsistent,182,0.000330266783468806
1946,forgotten,182,0.000330266783468806
1939,airy,183,0.00033021736023045695
1934,stumbled,183,0.00033021736023045695
2033,lucille,171,0.0003301795252385511
1998,duck,175,0.0003301039386995446
1990,squirrel,176,0.0003293664000523112
2076,beto,166,0.0003291894750412207
1953,specific,181,0.00032876547999417864
1965,smooth,180,0.0003285342324870348
2028,falafel,171,0.0003284801753491781
1954,follow,181,0.00032845213081238406
1967,greatest,180,0.0003282135293934006
1964,arrives,180,0.0003282135293934006
1977,confusing,179,0.0003280036558067651
1970,awkward,179,0.00032735251874979176
1968,lately,180,0.00032694909612680746
1962,kidding,180,0.000326637478155962
2038,brisket,171,0.0003260304890689413
1992,incorrect,176,0.000325827084077852
1976,concerned,179,0.0003257578032553255
1971,lit,179,0.00032544436476538406
1983,crew,177,0.00032531920744471236
1980,pride,178,0.0003252028519196716
1993,dine-in,176,0.0003248091699078936
2029,grumpy,171,0.0003244589298968644
2013,bisque,173,0.0003241130309358628
1978,legit,178,0.0003239379272594857
2011,smoking,173,0.00032375220005141956
1984,wise,177,0.0003236949487078946
2078,polenta,165,0.00032339953741136285
1982,currently,177,0.0003233758696055161
1986,screw,176,0.0003231543257071846
1989,lie,176,0.0003228293809538128
1991,penn,176,0.0003228293809538128
1987,speaking,176,0.00032218532303952
1981,relax,177,0.000321499944524694
1985,faster,177,0.000321499944524694
1997,char,175,0.00032131822158384835
1988,obvious,176,0.0003209198954068806
2003,cle,174,0.00032013050448698876
